what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1451223980434
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1451223981434
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1451223983657
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1451223984787
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1451223990005
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.goto.lineStart",1451223993652
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1451224005660
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1451224007958
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1451224013314
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1451224016677
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1451224020757
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1451224028166
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1451224029032
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1451224077886
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1451224078385
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1451224151230
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1451224152609
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1451224230334
activated,view,org.python.pydev,4.4.0.201510052309,"org.python.pydev.navigator.view",1451224234332
opened,editor,org.eclipse.wst.html.ui,1.0.602.v201202091936,"org.eclipse.wst.html.core.htmlsource.source",1451224234653
started,bundle,org.eclipse.wst.jsdt.debug.ui,1.0.101.v201201112313,"org.eclipse.wst.jsdt.debug.ui",1451224234957
activated,editor,org.eclipse.wst.html.ui,1.0.602.v201202091936,"org.eclipse.wst.html.core.htmlsource.source",1451224234963
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1451224254701
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1451224257110
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1451224263560
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1451224300155
activated,editor,org.eclipse.wst.html.ui,1.0.602.v201202091936,"org.eclipse.wst.html.core.htmlsource.source",1451224301992
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1451224304266
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1451224305823
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1451224309885
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1451224322409
activated,editor,org.eclipse.wst.html.ui,1.0.602.v201202091936,"org.eclipse.wst.html.core.htmlsource.source",1451224323408
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1451224323979
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1451224324667
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1451224325445
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1451224327051
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1451224327882
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1451224333247
activated,editor,org.python.pydev,4.4.0.201510052309,"org.python.pydev.editor.PythonEditor",1451224334808
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1451224339012
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1451224339878
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1451224340453
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1451224340907
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1451224341254
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1451224341607
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1451224341965
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1451224342445
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1451224342929
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1451224344048
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1451224344285
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1451224344513
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1451224344759
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1451224345005
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1451224345282
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1451224345515
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1451224345906
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1451224346282
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1451224347848
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1451224348677
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1451224350312
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1451224352157
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1451224358923
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.redo",1451224360758
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.redo",1451224361275
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1451224361938
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1451224363334
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1451224427289
activated,editor,org.eclipse.wst.html.ui,1.0.602.v201202091936,"org.eclipse.wst.html.core.htmlsource.source",1451224428857
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.redo",1451224430407
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.redo",1451224432360
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.redo",1451224434222
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1451224440569
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1451224441582
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1451224459500
activated,editor,org.python.pydev,4.4.0.201510052309,"org.python.pydev.editor.PythonEditor",1451224879330
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1451224883406
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1451224898683
activated,editor,org.eclipse.wst.html.ui,1.0.602.v201202091936,"org.eclipse.wst.html.core.htmlsource.source",1451224900302
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1451224916839
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1451224917368
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1451224917861
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1451224918302
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1451224923131
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1451224925171
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1451224929744
activated,editor,org.python.pydev,4.4.0.201510052309,"org.python.pydev.editor.PythonEditor",1451224931086
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1451224935584
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1451225047836
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1451225096281
activated,editor,org.python.pydev,4.4.0.201510052309,"org.python.pydev.editor.PythonEditor",1451225098457
activated,editor,org.python.pydev,4.4.0.201510052309,"org.python.pydev.editor.PythonEditor",1451225099126
activated,editor,org.python.pydev,4.4.0.201510052309,"org.python.pydev.editor.PythonEditor",1451225101673
opened,editor,org.python.pydev,4.4.0.201510052309,"org.python.pydev.editor.PythonEditor",1451225108624
activated,editor,org.python.pydev,4.4.0.201510052309,"org.python.pydev.editor.PythonEditor",1451225108692
executed,command,,,"AUTOGEN:::org.python.pydev.debug.BreakpointRulerActions/org.python.pydev.debug.BreakpointRulerAction",1451225115034
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1451225116167
